ITEM,TECH NUMBER,ACTIVITY CSG NUMBER,ACTIVITY CLOSED DATE,LINE AMOUNT
IRD - HD/DVR COMBO,MASC995064,1-1LX8QTKX,4/19/2014,19
Swap Replace,MASC996962,1-1LV7QMQQ,4/19/2014,5
Swap Replace,MASC996962,1-1LV7QMQQ,4/19/2014,5
Swap Replace,MASC996962,1-1LV7QMQQ,4/19/2014,5
ODU UPGRADE,MASC996962,1-1LV7QMQQ,4/19/2014,22
KA/KU LNB SWM 3,MASC914117,1-1LZ4NIBX,4/19/2014,0
ODU UPGRADE,MASC914117,1-1LZ4NIBX,4/19/2014,22
Swap Replace,MASC914117,1-1LZ4NIBX,4/19/2014,5
Swap Replace,MASC914117,1-1LZ4NIBX,4/19/2014,5
Swap Replace,MASC914117,1-1LZ4NIBX,4/19/2014,5
IRD - KA/KU,MASC914117,1-1LZ4NIBX,4/19/2014,19
KA/KU LNB SWM LABOR,MASC994686,1-1LY7P9K2,4/19/2014,8
Swap Replace,MASC994686,1-1LW53O2I,4/19/2014,5
KA/KU LNB SWM 3,MASC996197,1-1LU3FVY9,4/19/2014,0
IRD - ADVANCED WHOLE-HOME DVR,MASC996197,1-1LU3FVY9,4/19/2014,19
SWM ODU HARDWARE,MASC996197,1-1LU3FVY9,4/19/2014,0
KA/KU LNB SWM LABOR,MASC996197,1-1LU3FVY9,4/19/2014,8
KA/KU LNB SWM 3,MASC903116,1-1LVIS8OQ,4/19/2014,0
SWM ODU HARDWARE,MASC903116,1-1LVIS8OQ,4/19/2014,0
KA/KU LNB SWM LABOR,MASC903116,1-1LVIS8OQ,4/19/2014,8
IRD - CLIENT,MASC998256,1-1LXG6I7O,4/19/2014,15.25
IRD - CLIENT,MASC998256,1-1LXG6I7O,4/19/2014,15.25
ODU RELOCATE,MASC998256,1-1LXG6I7O,4/19/2014,18
KA/KU LNB SWM 5,MASC903116,1-1LTW6WG2,4/19/2014,0
IRD - CLIENT,MASC903116,1-1LTW6WG2,4/19/2014,15.25
IRD - ADVANCED WHOLE-HOME DVR,MASC903116,1-1LTW6WG2,4/19/2014,19
SWM ODU HARDWARE,MASC903116,1-1LTW6WG2,4/19/2014,0
KA/KU LNB SWM LABOR,MASC903116,1-1LTW6WG2,4/19/2014,8
Upgrade,MASC995330,1-1LYUV7AD,4/19/2014,25
SUBSIDY,MASC995330,1-1LYUV7AD,4/19/2014,0
Upgrade,MASC996192,1-1LZ8V8M6,4/19/2014,25
SUBSIDY,MASC996192,1-1LZ8V8M6,4/19/2014,0
Former Install,MASC903116,1-1LVIS8OQ,4/19/2014,60
Upgrade,MASC994686,1-1LW53O2I,4/19/2014,25
SUBSIDY,MASC994686,1-1LW53O2I,4/19/2014,0
SUBSIDY,MASC903116,1-1LVIS8OQ,4/19/2014,0
New Install,MASC996197,1-1LU3FVY9,4/19/2014,60
SUBSIDY,MASC996197,1-1LU3FVY9,4/19/2014,0
Service,MASC998256,1-1K1TX04A,4/19/2014,-37
Former Install,MASC903116,1-1LTW6WG2,4/19/2014,60
SUBSIDY,MASC903116,1-1LTW6WG2,4/19/2014,0
Former Install,MASC996192,1-1LWWMY9I,4/19/2014,60
SUBSIDY,MASC996192,1-1LWWMY9I,4/19/2014,0
New Install,MASC994686,1-1LY7P9K2,4/19/2014,60
SUBSIDY,MASC994686,1-1LY7P9K2,4/19/2014,0
New Install,MASC994685,1-1LZH7VFB,4/19/2014,60
SUBSIDY,MASC994685,1-1LZH7VFB,4/19/2014,0
Upgrade,MASC998256,1-1LXG6I7O,4/19/2014,25
SUBSIDY,MASC998256,1-1LXG6I7O,4/19/2014,0
KA/KU LNB SWM 3,MASC998256,1-1M0GXWNZ,4/21/2014,0
IRD - CLIENT,MASC998256,1-1M0GXWNZ,4/21/2014,15.25
IRD - CLIENT,MASC998256,1-1M0GXWNZ,4/21/2014,15.25
IRD - CLIENT,MASC998256,1-1M0GXWNZ,4/21/2014,15.25
IRD - ADVANCED WHOLE-HOME DVR,MASC998256,1-1M0GXWNZ,4/21/2014,19
IRD - KA/KU,MASC998256,1-1M0GXWNZ,4/21/2014,19
SWM ODU HARDWARE,MASC998256,1-1M0GXWNZ,4/21/2014,0
KA/KU LNB SWM LABOR,MASC998256,1-1M0GXWNZ,4/21/2014,8
System Swap,MASC994685,1-1LX83U3E,4/21/2014,5
Swap Replace,MASC994685,1-1LX83U3E,4/21/2014,5
Swap Replace,MASC994685,1-1LX83U3E,4/21/2014,5
RECEIVER DECA,MASC994685,1-1LX83U3E,4/21/2014,0
MRV ENABLED,MASC994685,1-1LX83U3E,4/21/2014,0
IRD - ADVANCED WHOLE-HOME DVR,MASC994475,1-1M0R5H8L,4/21/2014,19
ADDITIONAL LABOR,MASC994475,1-1LWFQPLN,4/21/2014,22
Swap Replace,MASC994475,1-1LWFQPLN,4/21/2014,5
Swap Replace,MASC994475,1-1LWFQPLN,4/21/2014,5
Swap Replace,MASC994475,1-1LWFQPLN,4/21/2014,5
KA/KU LNB SWM 3,MASC994475,1-1LWFQPLN,4/21/2014,0
ODU UPGRADE,MASC994475,1-1LWFQPLN,4/21/2014,22
SWM ODU HARDWARE,MASC994475,1-1LWFQPLN,4/21/2014,0
KA/KU LNB SWM LABOR,MASC994475,1-1LWFQPLN,4/21/2014,8
IRD - CLIENT,MASC903116,1-1LVIS8OQ,4/19/2014,15.25
INTERNAL DECA-T1,MASC998256,1-1M0GXWNZ,4/21/2014,4
MRV ENABLED,MASC998256,1-1M0GXWNZ,4/21/2014,0
IRD - ADVANCED WHOLE-HOME DVR,MASC903116,1-1LVIS8OQ,4/19/2014,19
MULTI-SWITCH SWM 8,MASC903116,1-1M04GKPF,4/21/2014,0
KA/KU LNB SWM 3,MASC903116,1-1LZM2D6M,4/21/2014,0
SWM ODU HARDWARE,MASC903116,1-1LZM2D6M,4/21/2014,0
KA/KU LNB SWM LABOR,MASC903116,1-1LZM2D6M,4/21/2014,8
IRD - HD/DVR COMBO,MASC903116,1-1LZM2D6M,4/21/2014,19
IRD - KA/KU,MASC903116,1-1LZM2D6M,4/21/2014,19
RECEIVER DECA,MASC903116,1-1LZM2D6M,4/21/2014,0
ODU UPGRADE,MASC994475,1-1LWFQPLN,4/21/2014,22
KA/KU LNB SWM 3,MASC994686,1-1LW7GA71,4/21/2014,0
ODU UPGRADE,MASC994686,1-1LW7GA71,4/21/2014,22
Swap Replace,MASC994686,1-1LW7GA71,4/21/2014,5
Swap Replace,MASC994686,1-1LW7GA71,4/21/2014,5
MRV ENABLED,MASC903116,1-1LZM2D6M,4/21/2014,0
MRV ENABLED,MASC903116,1-1LYDMMBB,4/21/2014,0
KA/KU LNB SWM 3,MASC996192,1-1LWWMY9I,4/19/2014,0
SWM ODU HARDWARE,MASC996192,1-1LWWMY9I,4/19/2014,0
KA/KU LNB SWM LABOR,MASC996192,1-1LWWMY9I,4/19/2014,8
IRD - CLIENT,MASC996192,1-1LWWMY9I,4/19/2014,15.25
IRD - CLIENT,MASC996192,1-1LWWMY9I,4/19/2014,15.25
IRD - CLIENT,MASC996192,1-1LWWMY9I,4/19/2014,15.25
IRD - ADVANCED WHOLE-HOME DVR,MASC996192,1-1LWWMY9I,4/19/2014,19
Swap Relocate,MASC996192,1-1LZ8V8M6,4/19/2014,5
IRD - HD/DVR COMBO,MASC996192,1-1LZ8V8M6,4/19/2014,19
NON DIRECTV EQUIPMENT,MASC996192,1-1LZ8V8M6,4/19/2014,22
MRV ENABLED,MASC996192,1-1LZ8V8M6,4/19/2014,0
IRD - STANDARD,MASC994685,1-1LZH7VFB,4/19/2014,19
IRD - STANDARD,MASC994685,1-1LZH7VFB,4/19/2014,19
IRD - STANDARD,MASC994685,1-1LZH7VFB,4/19/2014,19
ODU - 18 X 20,MASC994685,1-1LZH7VFB,4/19/2014,0
MULTI-SWITCH 2X4,MASC995330,1-1LYUV7AD,4/19/2014,0
IRD - DVR,MASC995330,1-1LYUV7AD,4/19/2014,19
MULTI-SWITCH KA 6X8,MASC995330,1-1LYUV7AD,4/19/2014,0
NON DIRECTV EQUIPMENT,MASC995330,1-1LYUV7AD,4/19/2014,22
MULTI-SWITCH 2X4,MASC994685,1-1LZH7VFB,4/19/2014,0
MULTI-SWITCH KA 6X8,MASC994685,1-1LZH7VFB,4/19/2014,0
KA/KU LNB SWM 3,MASC994686,1-1LY7P9K2,4/19/2014,0
SWM ODU HARDWARE,MASC994686,1-1LY7P9K2,4/19/2014,0
IRD - CLIENT,MASC994686,1-1LY7P9K2,4/19/2014,15.25
IRD - CLIENT,MASC994686,1-1LY7P9K2,4/19/2014,15.25
IRD - CLIENT,MASC994686,1-1LY7P9K2,4/19/2014,15.25
IRD - ADVANCED WHOLE-HOME DVR,MASC994686,1-1LY7P9K2,4/19/2014,19
SUBSIDY,MASC903116,1-1M06RVVI,4/21/2014,0
Former Install,MASC998256,1-1M0GXWNZ,4/21/2014,60
SUBSIDY,MASC998256,1-1M0GXWNZ,4/21/2014,0
Upgrade,MASC994686,1-1LW7GA71,4/21/2014,25
SUBSIDY,MASC994686,1-1LW7GA71,4/21/2014,0
SUBSIDY,MASC996201,1-1LZZJKLH,4/21/2014,0
Upgrade,MASC903116,1-1M04GKPF,4/21/2014,25
SUBSIDY,MASC903116,1-1M04GKPF,4/21/2014,0
Service,MASC903116,1-1LYDMMBB,4/21/2014,37
SUBSIDY,MASC903116,1-1LYDMMBB,4/21/2014,0
Service,MASC996201,1-1LZZJKLH,4/21/2014,37
Upgrade,MASC994685,1-1LU1EKGO,4/21/2014,25
SUBSIDY,MASC994685,1-1LU1EKGO,4/21/2014,0
Service,MASC996201,1-1LW7LYAJ,4/21/2014,-37
New Install,MASC996197,1-1M05GDMS,4/21/2014,60
SUBSIDY,MASC996197,1-1M05GDMS,4/21/2014,0
New Install,MASC996197,1-1LV09DVK,4/21/2014,60
SUBSIDY,MASC996197,1-1LV09DVK,4/21/2014,0
New Install,MASC994686,1-1LZ5P72R,4/21/2014,60
SUBSIDY,MASC994686,1-1LZ5P72R,4/21/2014,0
Former Install,MASC998256,1-1LX10SDY,4/23/2014,60
SUBSIDY,MASC998256,1-1LX10SDY,4/23/2014,0
New Install,MASC996197,1-1LZBLCMQ,4/23/2014,60
SUBSIDY,MASC996197,1-1LZBLCMQ,4/23/2014,0
Swap Replace,MASC903116,1-1M04GKPF,4/21/2014,5
Swap Replace,MASC903116,1-1M04GKPF,4/21/2014,5
Upgrade,MASC994686,1-1M1OS11B,4/23/2014,25
SUBSIDY,MASC994686,1-1M1OS11B,4/23/2014,0
New Install,MASC995330,1-1M22HFBD,4/23/2014,60
SUBSIDY,MASC995330,1-1M22HFBD,4/23/2014,0
Upgrade,MASC994475,1-1M2W4DUG,4/23/2014,25
SUBSIDY,MASC994475,1-1M2W4DUG,4/23/2014,0
SUBSIDY,MASC996201,1-1M2MPPLZ,4/23/2014,0
New Install,MASC994475,1-1M372DVO,4/23/2014,60
SUBSIDY,MASC994475,1-1M372DVO,4/23/2014,0
Upgrade,MASC998256,1-1M2ZWAKL,4/23/2014,25
SUBSIDY,MASC998256,1-1M2ZWAKL,4/23/2014,0
Upgrade,MASC996201,1-1LV8NFN8,4/23/2014,25
SUBSIDY,MASC996201,1-1LV8NFN8,4/23/2014,0
Upgrade,MASC996192,1-1M2QE1F5,4/23/2014,25
SUBSIDY,MASC996192,1-1M2QE1F5,4/23/2014,0
New Install,MASC995330,1-1LVBX92O,4/23/2014,60
SUBSIDY,MASC995330,1-1LVBX92O,4/23/2014,0
New Install,MASC995330,1-1LZI96FV,4/22/2014,60
SUBSIDY,MASC995330,1-1LZI96FV,4/22/2014,0
Upgrade,MASC996197,1-1M18FFSN,4/22/2014,25
SUBSIDY,MASC996197,1-1M18FFSN,4/22/2014,0
Upgrade,MASC996192,1-1M219G0U,4/22/2014,25
Service,MASC996192,1-1M2YBU1C,4/23/2014,37
SUBSIDY,MASC996192,1-1M2YBU1C,4/23/2014,0
Swap Replace,MASC903116,1-1M04GKPF,4/21/2014,5
New Install,MASC994685,1-1M2G1IMO,4/23/2014,60
SUBSIDY,MASC994685,1-1M2G1IMO,4/23/2014,0
ODU RELOCATE,MASC903116,1-1M04GKPF,4/21/2014,18
"""ODU - 18""""""",MASC903116,1-1M06RVVI,4/21/2014,0
Upgrade,MASC996201,1-1M31HT3S,4/23/2014,25
SUBSIDY,MASC996201,1-1M31HT3S,4/23/2014,0
New Install,MASC998256,1-1M31JCQC,4/23/2014,60
SUBSIDY,MASC998256,1-1M31JCQC,4/23/2014,0
Upgrade,MASC994685,1-1M2WP5J3,4/23/2014,25
SUBSIDY,MASC994685,1-1M2WP5J3,4/23/2014,0
Upgrade,MASC994475,1-1M2WP81I,4/23/2014,25
SUBSIDY,MASC994475,1-1M2WP81I,4/23/2014,0
Upgrade,MASC996201,1-1M2MPPLZ,4/23/2014,25
IRD - STANDARD,MASC903116,1-1M06RVVI,4/21/2014,19
IRD - STANDARD,MASC903116,1-1M06RVVI,4/21/2014,19
New Install,MASC903116,1-1LZM2D6M,4/21/2014,60
SUBSIDY,MASC903116,1-1LZM2D6M,4/21/2014,0
KA/KU LNB SWM 3,MASC994685,1-1LX83U3E,4/21/2014,0
ODU UPGRADE,MASC994685,1-1LX83U3E,4/21/2014,22
NON DIRECTV EQUIPMENT,MASC994685,1-1LX83U3E,4/21/2014,22
SECOND LINE DVR,MASC994685,1-1LU1EKGO,4/21/2014,14
KA/KU LNB 5,MASC994685,1-1LU1EKGO,4/21/2014,0
ODU UPGRADE,MASC994685,1-1LU1EKGO,4/21/2014,22
ODU HARDWARE,MASC994685,1-1LU1EKGO,4/21/2014,0
KA/KU LNB SWM 3,MASC996197,1-1M05GDMS,4/21/2014,0
SWM ODU HARDWARE,MASC996197,1-1M05GDMS,4/21/2014,0
KA/KU LNB SWM LABOR,MASC996197,1-1M05GDMS,4/21/2014,8
IRD - HD/DVR COMBO,MASC996197,1-1M05GDMS,4/21/2014,19
IRD - KA/KU,MASC996197,1-1M05GDMS,4/21/2014,19
NON DIRECTV EQUIPMENT,MASC994475,1-1LWFQPLN,4/21/2014,22
KA/KU LNB LABOR,MASC994685,1-1LU1EKGO,4/21/2014,17
MULTI-SWITCH KA 6X8,MASC994685,1-1LU1EKGO,4/21/2014,0
Swap Replace,MASC994685,1-1LU1EKGO,4/21/2014,5
NON DIRECTV EQUIPMENT,MASC994685,1-1LU1EKGO,4/21/2014,22
KA/KU LNB SWM 3,MASC994475,1-1M0R5H8L,4/21/2014,0
SWM ODU HARDWARE,MASC994475,1-1M0R5H8L,4/21/2014,0
KA/KU LNB SWM LABOR,MASC994475,1-1M0R5H8L,4/21/2014,8
KA/KU LNB LABOR,MASC996197,1-1M05GDMS,4/21/2014,17
MRV ENABLED,MASC996197,1-1M05GDMS,4/21/2014,0
Swap Replace,MASC996201,1-1M03QHM7,4/21/2014,5
Swap Replace,MASC996201,1-1M03QHM7,4/21/2014,5
IRD - CLIENT,MASC996201,1-1M03QHM7,4/21/2014,15.25
Swap Replace,MASC996201,1-1M03QHM7,4/21/2014,5
NON DIRECTV EQUIPMENT,MASC996201,1-1M03QHM7,4/21/2014,22
"""ODU - 18""""""",MASC994686,1-1LZ5P72R,4/21/2014,0
IRD - STANDARD,MASC994686,1-1LZ5P72R,4/21/2014,19
MULTI-SWITCH 2X4,MASC994686,1-1LZ5P72R,4/21/2014,0
KA/KU LNB SWM 3,MASC996192,1-1LXOPLYP,4/21/2014,0
KA/KU LNB SWM LABOR,MASC996192,1-1LXOPLYP,4/21/2014,8
IRD - ADVANCED WHOLE-HOME DVR,MASC996192,1-1LXOPLYP,4/21/2014,19
IRD - STANDARD,MASC996197,1-1LV09DVK,4/21/2014,19
"""ODU - 18""""""",MASC996197,1-1LV09DVK,4/21/2014,0
MULTI-SWITCH 2X4,MASC996197,1-1LV09DVK,4/21/2014,0
New Install,MASC903116,1-1M06RVVI,4/21/2014,60
KA/KU LNB SWM 3,MASC903116,1-1M1JHKEI,4/22/2014,0
SWM ODU HARDWARE,MASC903116,1-1M1JHKEI,4/22/2014,0
IRD - STANDARD,MASC996197,1-1LV09DVK,4/21/2014,19
IRD - STANDARD,MASC996197,1-1LV09DVK,4/21/2014,19
Swap Replace,MASC996201,1-1LP3ZFS9,4/22/2014,5
Swap Replace,MASC996201,1-1LP3ZFS9,4/22/2014,5
Swap Replace,MASC996201,1-1LP3ZFS9,4/22/2014,5
Swap Replace,MASC996201,1-1LP3ZFS9,4/22/2014,5
Swap Relocate,MASC996201,1-1LP3ZFS9,4/22/2014,5
ODU UPGRADE,MASC996201,1-1LP3ZFS9,4/22/2014,22
ODU RELOCATE,MASC996192,1-1M219G0U,4/22/2014,18
KA/KU LNB SWM 3,MASC994475,1-1M1CIVJ2,4/22/2014,0
IRD - KA/KU,MASC994475,1-1M1CIVJ2,4/22/2014,19
IRD - KA/KU,MASC994475,1-1M1CIVJ2,4/22/2014,19
IRD - KA/KU,MASC994475,1-1M1CIVJ2,4/22/2014,19
IRD - KA/KU,MASC994475,1-1M1CIVJ2,4/22/2014,19
IRD - KA/KU,MASC994475,1-1M1CIVJ2,4/22/2014,19
SWM ODU HARDWARE,MASC994475,1-1M1CIVJ2,4/22/2014,0
KA/KU LNB SWM LABOR,MASC994475,1-1M1CIVJ2,4/22/2014,8
MRV ENABLED,MASC994475,1-1M1CIVJ2,4/22/2014,0
IRD - KA/KU,MASC996201,1-1LP3ZFS9,4/22/2014,19
NON DIRECTV EQUIPMENT,MASC996201,1-1LP3ZFS9,4/22/2014,22
MULTI-SWITCH SWM 8,MASC996201,1-1LP3ZFS9,4/22/2014,0
MRV ENABLED,MASC996201,1-1LP3ZFS9,4/22/2014,0
KA/KU LNB LABOR,MASC996192,1-1M219G0U,4/22/2014,17
RECEIVER DECA,MASC996197,1-1M1OFSYA,4/22/2014,0
IRD - ADVANCED WHOLE-HOME DVR,MASC996197,1-1M1OFSYA,4/22/2014,19
ODU RELOCATE,MASC996197,1-1M1OFSYA,4/22/2014,18
MRV ENABLED,MASC996197,1-1M1OFSYA,4/22/2014,0
IRD - ADVANCED WHOLE-HOME DVR,MASC996197,1-1M21XQ1K,4/22/2014,19
KA/KU LNB SWM 3,MASC996197,1-1M21XQ1K,4/22/2014,0
SWM ODU HARDWARE,MASC996197,1-1M21XQ1K,4/22/2014,0
KA/KU LNB SWM LABOR,MASC996197,1-1M21XQ1K,4/22/2014,8
IRD - CLIENT,MASC996197,1-1M21XQ1K,4/22/2014,15.25
IRD - CLIENT,MASC996197,1-1M21XQ1K,4/22/2014,15.25
IRD - CLIENT,MASC996197,1-1M21XQ1K,4/22/2014,15.25
IRD - CLIENT,MASC903116,1-1M1JHKEI,4/22/2014,15.25
IRD - CLIENT,MASC903116,1-1M1JHKEI,4/22/2014,15.25
IRD - CLIENT,MASC903116,1-1M1JHKEI,4/22/2014,15.25
IRD - ADVANCED WHOLE-HOME DVR,MASC903116,1-1M1JHKEI,4/22/2014,19
KA/KU LNB SWM LABOR,MASC903116,1-1M1JHKEI,4/22/2014,8
INTERNAL DECA-T1,MASC903116,1-1M1JHKEI,4/22/2014,4
KA/KU LNB LABOR,MASC996197,1-1M21XQ1K,4/22/2014,17
KA/KU LNB SWM 3,MASC903116,1-1M1LQMTL,4/22/2014,0
SWM ODU HARDWARE,MASC903116,1-1M1LQMTL,4/22/2014,0
IRD - CLIENT,MASC903116,1-1M1LQMTL,4/22/2014,15.25
IRD - ADVANCED WHOLE-HOME DVR,MASC903116,1-1M1LQMTL,4/22/2014,19
KA/KU LNB SWM LABOR,MASC903116,1-1M1LQMTL,4/22/2014,8
BS FILTER,MASC903116,1-1LRLK8DM,4/22/2014,0
BS FILTER,MASC903116,1-1LRLK8DM,4/22/2014,0
BS FILTER,MASC903116,1-1LRLK8DM,4/22/2014,0
IRD - STANDARD,MASC903116,1-1LRLK8DM,4/22/2014,19
IRD - HD/DVR COMBO,MASC903116,1-1LRLK8DM,4/22/2014,19
ODU RELOCATE,MASC903116,1-1LRLK8DM,4/22/2014,18
RECEIVER DECA,MASC903116,1-1LRLK8DM,4/22/2014,0
MRV ENABLED,MASC903116,1-1LRLK8DM,4/22/2014,0
Former Install,MASC903116,1-1M1LQMTL,4/22/2014,60
KA/KU LNB SWM 3,MASC994475,1-1M1XZG70,4/22/2014,0
ODU UPGRADE,MASC994475,1-1M1XZG70,4/22/2014,22
SWM ODU HARDWARE,MASC994475,1-1M1XZG70,4/22/2014,0
KA/KU LNB SWM 3,MASC995330,1-1LAVTPU3,4/22/2014,0
SUBSIDY,MASC903116,1-1M1LQMTL,4/22/2014,0
KA/KU LNB SWM 3,MASC994686,1-1M0ZFAFX,4/22/2014,0
SWM ODU HARDWARE,MASC994686,1-1M0ZFAFX,4/22/2014,0
KA/KU LNB SWM LABOR,MASC994686,1-1M0ZFAFX,4/22/2014,8
KA/KU LNB SWM LABOR,MASC994475,1-1M1XZG70,4/22/2014,8
Swap Replace,MASC994475,1-1M1XZG70,4/22/2014,5
Swap Replace,MASC994475,1-1M1XZG70,4/22/2014,5
NON DIRECTV EQUIPMENT,MASC994475,1-1M1XZG70,4/22/2014,22
MRV ENABLED,MASC994475,1-1M1XZG70,4/22/2014,0
IRD - CLIENT,MASC998256,1-1LULAI6A,4/22/2014,15.25
KA/KU LNB SWM 3,MASC998256,1-1LULAI6A,4/22/2014,0
SWM ODU HARDWARE,MASC998256,1-1LULAI6A,4/22/2014,0
KA/KU LNB SWM LABOR,MASC998256,1-1LULAI6A,4/22/2014,8
IRD - CLIENT,MASC998256,1-1LULAI6A,4/22/2014,15.25
IRD - CLIENT,MASC998256,1-1LULAI6A,4/22/2014,15.25
IRD - ADVANCED WHOLE-HOME DVR,MASC998256,1-1LULAI6A,4/22/2014,19
ODU UPGRADE,MASC995330,1-1LAVTPU3,4/22/2014,22
SWM ODU HARDWARE,MASC995330,1-1LAVTPU3,4/22/2014,0
KA/KU LNB SWM LABOR,MASC995330,1-1LAVTPU3,4/22/2014,8
Swap Replace,MASC995330,1-1LAVTPU3,4/22/2014,5
IRD - CLIENT,MASC995330,1-1LAVTPU3,4/22/2014,15.25
KA/KU LNB LABOR,MASC995330,1-1LAVTPU3,4/22/2014,17
IRD - CLIENT,MASC994686,1-1M0ZFAFX,4/22/2014,15.25
IRD - CLIENT,MASC994686,1-1M0ZFAFX,4/22/2014,15.25
IRD - ADVANCED WHOLE-HOME DVR,MASC994686,1-1M0ZFAFX,4/22/2014,19
MULTI-SWITCH SWM 8,MASC996197,1-1LN3223S,4/22/2014,0
Swap Replace,MASC996197,1-1LN3223S,4/22/2014,5
Swap Replace,MASC996197,1-1LN3223S,4/22/2014,5
System Swap,MASC996197,1-1LN3223S,4/22/2014,5
IRD - CLIENT,MASC995330,1-1LZI96FV,4/22/2014,15.25
KA/KU LNB LABOR,MASC996197,1-1LN3223S,4/22/2014,17
IRD - CLIENT,MASC995330,1-1LZI96FV,4/22/2014,15.25
KA/KU LNB SWM 3,MASC995330,1-1LZI96FV,4/22/2014,0
SWM ODU HARDWARE,MASC995330,1-1LZI96FV,4/22/2014,0
KA/KU LNB SWM LABOR,MASC995330,1-1LZI96FV,4/22/2014,8
IRD - ADVANCED WHOLE-HOME DVR,MASC995330,1-1LZI96FV,4/22/2014,19
KA/KU LNB LABOR,MASC995330,1-1LZI96FV,4/22/2014,17
KA/KU LNB SWM 3,MASC994686,1-1LOHGBU2,4/22/2014,0
SWM ODU HARDWARE,MASC994686,1-1LOHGBU2,4/22/2014,0
KA/KU LNB SWM LABOR,MASC994686,1-1LOHGBU2,4/22/2014,8
IRD - HD/DVR COMBO,MASC994686,1-1LOHGBU2,4/22/2014,19
IRD - KA/KU,MASC994686,1-1LOHGBU2,4/22/2014,19
KA/KU LNB SWM 3,MASC996197,1-1M18FFSN,4/22/2014,0
ODU UPGRADE,MASC996197,1-1M18FFSN,4/22/2014,22
Swap Replace,MASC996197,1-1M18FFSN,4/22/2014,5
Swap Replace,MASC996197,1-1M18FFSN,4/22/2014,5
MRV ENABLED,MASC994686,1-1LOHGBU2,4/22/2014,0
ODU RELOCATE,MASC996197,1-1M18FFSN,4/22/2014,18
INTERNAL DECA-T1,MASC996197,1-1M18FFSN,4/22/2014,4
Service,MASC903116,1-1M1BPSDZ,4/22/2014,37
SUBSIDY,MASC903116,1-1M1BPSDZ,4/22/2014,0
Upgrade,MASC996201,1-1M03QHM7,4/21/2014,25
SUBSIDY,MASC996201,1-1M03QHM7,4/21/2014,0
Upgrade,MASC994475,1-1LWFQPLN,4/21/2014,25
SUBSIDY,MASC994475,1-1LWFQPLN,4/21/2014,0
Upgrade,MASC994685,1-1LX83U3E,4/21/2014,25
Service,MASC996201,1-1M0A7S48,4/21/2014,37
SUBSIDY,MASC996201,1-1M0A7S48,4/21/2014,0
SUBSIDY,MASC994685,1-1LX83U3E,4/21/2014,0
SUBSIDY,MASC994475,1-1M0R5H8L,4/21/2014,0
New Install,MASC994475,1-1M0R5H8L,4/21/2014,60
New Install,MASC996192,1-1LXOPLYP,4/21/2014,60
SUBSIDY,MASC996192,1-1LXOPLYP,4/21/2014,0
New Install,MASC903116,1-1M1JHKEI,4/22/2014,60
IRD - CLIENT,MASC996201,1-1M4F9KU9,4/25/2014,15.25
IRD - CLIENT,MASC996201,1-1M4F9KU9,4/25/2014,15.25
IRD - CLIENT,MASC994685,1-1M55VLAV,4/25/2014,15.25
NON DIRECTV EQUIPMENT,MASC994685,1-1M55VLAV,4/25/2014,22
MRV ENABLED,MASC994685,1-1M55VLAV,4/25/2014,0
KA/KU LNB SWM 3,MASC994685,1-1M4N5VQB,4/25/2014,0
SWM ODU HARDWARE,MASC994685,1-1M4N5VQB,4/25/2014,0
KA/KU LNB SWM LABOR,MASC994685,1-1M4N5VQB,4/25/2014,8
IRD - CLIENT,MASC994685,1-1M4N5VQB,4/25/2014,15.25
IRD - ADVANCED WHOLE-HOME DVR,MASC994685,1-1M4N5VQB,4/25/2014,19
BS FILTER,MASC996201,1-1M4FTQDY,4/25/2014,0
Swap Relocate,MASC996201,1-1M4FTQDY,4/25/2014,5
SUBSIDY,MASC903116,1-1M1JHKEI,4/22/2014,0
Upgrade,MASC903116,1-1LRLK8DM,4/22/2014,25
SUBSIDY,MASC903116,1-1LRLK8DM,4/22/2014,0
KA/KU LNB SWM 3,MASC996201,1-1M4FTQDY,4/25/2014,0
ODU UPGRADE,MASC996201,1-1M4FTQDY,4/25/2014,22
SWM ODU HARDWARE,MASC996201,1-1M4FTQDY,4/25/2014,0
KA/KU LNB SWM LABOR,MASC996201,1-1M4FTQDY,4/25/2014,8
IRD - STANDARD,MASC996201,1-1M4FTQDY,4/25/2014,19
NON DIRECTV EQUIPMENT,MASC996201,1-1M4FTQDY,4/25/2014,22
MRV ENABLED,MASC996201,1-1M4FTQDY,4/25/2014,0
KA/KU LNB SWM 3,MASC996197,1-1LXHUS00,4/25/2014,0
SWM ODU HARDWARE,MASC996197,1-1LXHUS00,4/25/2014,0
KA/KU LNB SWM LABOR,MASC996197,1-1LXHUS00,4/25/2014,8
IRD - CLIENT,MASC996197,1-1LXHUS00,4/25/2014,15.25
IRD - ADVANCED WHOLE-HOME DVR,MASC996197,1-1LXHUS00,4/25/2014,19
KA/KU LNB LABOR,MASC996197,1-1LXHUS00,4/25/2014,17
KA/KU LNB SWM 3,MASC998256,1-1M534F02,4/25/2014,0
SWM ODU HARDWARE,MASC998256,1-1M534F02,4/25/2014,0
IRD - HD/DVR COMBO,MASC998256,1-1M534F02,4/25/2014,19
IRD - KA/KU,MASC998256,1-1M534F02,4/25/2014,19
IRD - KA/KU,MASC998256,1-1M534F02,4/25/2014,19
IRD - KA/KU,MASC998256,1-1M534F02,4/25/2014,19
